,customer_id,Cluster
31703,35821,Mature Independent
17592,21738,Mature Independent
31686,28892,Mature Independent
17590,14522,Mature Independent
31711,8081,Mature Independent
17586,37757,Mature Independent
31715,26531,Mature Independent
31717,9684,Mature Independent
6655,25708,Mature Independent
15954,18818,Mature Independent
6653,34692,Mature Independent
6652,34146,Mature Independent
31721,6973,Mature Independent
31724,27385,Mature Independent
31706,33718,Mature Independent
6649,24425,Mature Independent
17609,18516,Mature Independent
2979,8154,Mature Independent
4878,30374,Mature Independent
6706,7510,Mature Independent
4879,2833,Mature Independent
678,7172,Mature Independent
31624,21669,Mature Independent
31629,23300,Mature Independent
31633,21146,Mature Independent
17620,24332,Mature Independent
31641,26733,Mature Independent
31642,38029,Mature Independent
6676,30054,Mature Independent
15937,29155,Mature Independent
17619,19883,Mature Independent
15941,25548,Mature Independent
670,1789,Mature Independent
31665,39582,Mature Independent
668,2342,Mature Independent
31672,9559,Mature Independent
6682,3619,Mature Independent
31674,16204,Mature Independent
31675,5783,Mature Independent
31678,33599,Mature Independent
6693,7393,Mature Independent
6445,31668,Mature Independent
6648,18584,Mature Independent
17585,11464,Mature Independent
15977,730,Mature Independent
3243,22576,Mature Independent
31778,6399,Mature Independent
17553,20039,Mature Independent
6601,15817,Mature Independent
6600,14624,Mature Independent
31784,36238,Mature Independent
31786,31349,Mature Independent
17549,28181,Mature Independent
31793,1210,Mature Independent
6609,16594,Mature Independent
640,6567,Mature Independent
31801,34356,Mature Independent
17542,21362,Mature Independent
2993,8104,Mature Independent
6587,38764,Mature Independent
6586,3452,Mature Independent
17537,14424,Mature Independent
6584,21091,Mature Independent
6583,6451,Mature Independent
6582,24298,Mature Independent
31819,14497,Mature Independent
639,38702,Mature Independent
4887,38083,Mature Independent
6611,33602,Mature Independent
15972,12158,Mature Independent
15956,32854,Mature Independent
15957,28495,Mature Independent
31730,36000,Mature Independent
15958,7196,Mature Independent
654,30460,Mature Independent
2986,13261,Mature Independent
17574,5672,Mature Independent
31742,34096,Mature Independent
6634,6182,Mature Independent
4890,37756,Mature Independent
31767,22288,Mature Independent
31744,37691,Mature Independent
6629,37552,Mature Independent
17569,20181,Mature Independent
31755,38746,Mature Independent
6623,28696,Mature Independent
15969,38432,Mature Independent
31758,5329,Mature Independent
6620,38677,Mature Independent
6619,13057,Mature Independent
31760,26470,Mature Independent
15970,2934,Mature Independent
31745,3629,Mature Independent
32023,24709,Mature Independent
16065,27255,Mature Independent
32033,19525,Mature Independent
4948,17027,Mature Independent
32293,17599,Mature Independent
4950,16411,Mature Independent
17327,5820,Mature Independent
32314,29438,Mature Independent
4952,30074,Mature Independent
32316,22176,Mature Independent
6259,13528,Mature Independent
32319,27000,Mature Independent
32320,23396,Mature Independent
32292,9432,Mature Independent
17320,32195,Mature Independent
32333,16501,Mature Independent
32334,1276,Mature Independent
32336,6758,Mature Independent
17317,26111,Mature Independent
32347,34263,Mature Independent
32351,18338,Mature Independent
32354,10431,Mature Independent
4957,13822,Mature Independent
6242,17809,Mature Independent
16157,12429,Mature Independent
32328,33374,Mature Independent
6240,32470,Mature Independent
32291,10315,Mature Independent
559,37606,Mature Independent
6306,32421,Mature Independent
17346,19862,Mature Independent
32256,18724,Mature Independent
6303,31082,Mature Independent
32257,35328,Mature Independent
32258,7996,Mature Independent
17344,23418,Mature Independent
6298,26774,Mature Independent
32263,28295,Mature Independent
32264,31214,Mature Independent
6277,20156,Mature Independent
16135,4529,Mature Independent
6292,4531,Mature Independent
6291,2681,Mature Independent
16136,27824,Mature Independent
4943,25092,Mature Independent
16138,5962,Mature Independent
6286,13922,Mature Independent
6285,11628,Mature Independent
32278,12085,Mature Independent
32283,3276,Mature Independent
32286,35413,Mature Independent
6293,11458,Mature Independent
17348,26514,Mature Independent
548,17137,Mature Independent
3022,26338,Mature Independent
32426,18367,Mature Independent
6192,19527,Mature Independent
32429,6247,Mature Independent
16188,7095,Mature Independent
6188,18161,Mature Independent
17245,16563,Mature Independent
17244,23060,Mature Independent
6185,29282,Mature Independent
17243,16632,Mature Independent
534,24975,Mature Independent
32424,27422,Mature Independent
17239,32102,Mature Independent
6177,10140,Mature Independent
6176,1277,Mature Independent
16197,31513,Mature Independent
32459,9852,Mature Independent
32460,5253,Mature Independent
32461,17329,Mature Independent
32463,14541,Mature Independent
32468,7624,Mature Independent
17232,14343,Mature Independent
527,10913,Mature Independent
32445,38723,Mature Independent
32359,18005,Mature Independent
32422,27689,Mature Independent
32419,6000,Mature Independent
32368,3336,Mature Independent
6232,24651,Mature Independent
17293,7714,Mature Independent
32372,23909,Mature Independent
6227,31356,Mature Independent
543,5771,Mature Independent
3025,11526,Mature Independent
17284,25412,Mature Independent
17278,8534,Mature Independent
17277,27579,Mature Independent
32420,11347,Mature Independent
17273,26330,Mature Independent
17268,37550,Mature Independent
6211,15569,Mature Independent
32406,31279,Mature Independent
6209,15784,Mature Independent
3215,2652,Mature Independent
17262,36924,Mature Independent
6203,18303,Mature Independent
17255,11158,Mature Independent
16184,32101,Mature Independent
6200,21995,Mature Independent
4960,19557,Mature Independent
6708,7427,Mature Independent
3018,28657,Mature Independent
32248,1475,Mature Independent
6409,39801,Mature Independent
32101,25690,Mature Independent
16080,36239,Mature Independent
17418,14788,Mature Independent
16082,6850,Mature Independent
32118,35433,Mature Independent
32120,10795,Mature Independent
32127,38189,Mature Independent
32128,15901,Mature Independent
3008,11836,Mature Independent
32100,20679,Mature Independent
32130,25162,Mature Independent
32133,33954,Mature Independent
17407,38405,Mature Independent
6390,18230,Mature Independent
17401,9199,Mature Independent
6386,35970,Mature Independent
32143,33823,Mature Independent
17399,30451,Mature Independent
579,9639,Mature Independent
32158,6352,Mature Independent
32160,25160,Mature Independent
6394,38160,Mature Independent
3011,2786,Mature Independent
32099,17011,Mature Independent
17421,35659,Mature Independent
17435,6143,Mature Independent
17433,17771,Mature Independent
32044,18437,Mature Independent
3223,30203,Mature Independent
32053,37363,Mature Independent
6433,7628,Mature Independent
16070,35772,Mature Independent
3006,35177,Mature Independent
6430,2654,Mature Independent
32064,31891,Mature Independent
32097,33591,Mature Independent
6426,7441,Mature Independent
6424,24800,Mature Independent
32068,30228,Mature Independent
16074,23685,Mature Independent
591,13279,Mature Independent
32073,24054,Mature Independent
17424,15594,Mature Independent
32078,20972,Mature Independent
17423,9667,Mature Independent
17422,11615,Mature Independent
32094,25679,Mature Independent
32067,6406,Mature Independent
17350,38491,Mature Independent
6375,19853,Mature Independent
32164,6209,Mature Independent
16116,10890,Mature Independent
17367,5330,Mature Independent
32213,27142,Mature Independent
17365,31889,Mature Independent
32221,30981,Mature Independent
32222,1228,Mature Independent
17364,34970,Mature Independent
6329,35917,Mature Independent
4935,14449,Mature Independent
32226,35819,Mature Independent
6338,38412,Mature Independent
17360,33297,Mature Independent
32229,10722,Mature Independent
32230,13113,Mature Independent
32235,35712,Mature Independent
32236,724,Mature Independent
16124,25255,Mature Independent
32239,4775,Mature Independent
6316,12489,Mature Independent
32242,29339,Mature Independent
568,31691,Mature Independent
17353,8195,Mature Independent
4936,25833,Mature Independent
17390,33363,Mature Independent
32207,33053,Mature Independent
32204,23518,Mature Independent
576,23882,Mature Independent
32166,16633,Mature Independent
32167,37327,Mature Independent
32169,38632,Mature Independent
16101,39807,Mature Independent
17383,24618,Mature Independent
32181,7538,Mature Independent
32185,8126,Mature Independent
32187,12906,Mature Independent
16105,33578,Mature Independent
6342,9235,Mature Independent
6359,14023,Mature Independent
6356,36111,Mature Independent
6355,7754,Mature Independent
16108,7076,Mature Independent
6352,6757,Mature Independent
6351,4482,Mature Independent
3013,22924,Mature Independent
32200,12450,Mature Independent
6347,4696,Mature Independent
17374,30600,Mature Independent
6344,24255,Mature Independent
17380,25166,Mature Independent
6165,10833,Mature Independent
15932,26125,Mature Independent
4876,35962,Mature Independent
17880,28735,Mature Independent
31042,5409,Mature Independent
17879,31044,Mature Independent
17877,9935,Mature Independent
2937,34535,Mature Independent
4817,24539,Mature Independent
15765,13569,Mature Independent
7068,30169,Mature Independent
31066,34492,Mature Independent
753,11524,Mature Independent
31073,2004,Mature Independent
7062,28182,Mature Independent
31081,30452,Mature Independent
31082,11346,Mature Independent
7057,19992,Mature Independent
7056,2130,Mature Independent
15770,34149,Mature Independent
7054,37434,Mature Independent
7053,12168,Mature Independent
17852,3469,Mature Independent
17851,34616,Mature Independent
17885,32889,Mature Independent
7081,10598,Mature Independent
31039,35811,Mature Independent
7084,4208,Mature Independent
30994,38167,Mature Independent
4810,31350,Mature Independent
30996,3254,Mature Independent
17901,17566,Mature Independent
17899,17205,Mature Independent
15744,11435,Mature Independent
15745,34993,Mature Independent
31007,3859,Mature Independent
17895,579,Mature Independent
15750,28195,Mature Independent
15774,7384,Mature Independent
31017,6091,Mature Independent
17889,38132,Mature Independent
31023,19516,Mature Independent
762,373,Mature Independent
31027,15228,Mature Independent
7091,24974,Mature Independent
7090,8874,Mature Independent
17888,28138,Mature Independent
31029,9100,Mature Independent
31034,39761,Mature Independent
31035,28865,Mature Independent
7096,28431,Mature Independent
31092,39551,Mature Independent
31093,13808,Mature Independent
17846,3141,Mature Independent
7009,38335,Mature Independent
17825,31537,Mature Independent
17820,14863,Mature Independent
31158,32926,Mature Independent
17813,19293,Mature Independent
31166,1019,Mature Independent
4824,33510,Mature Independent
17809,29555,Mature Independent
31171,29966,Mature Independent
31172,29046,Mature Independent
31150,7315,Mature Independent
15800,14521,Mature Independent
31178,37821,Mature Independent
31179,30183,Mature Independent
31181,7429,Mature Independent
6990,25644,Mature Independent
31182,25017,Mature Independent
15801,28596,Mature Independent
31185,14699,Mature Independent
31187,17980,Mature Independent
6985,18122,Mature Independent
2946,637,Mature Independent
739,31409,Mature Independent
15739,7871,Mature Independent
7012,4763,Mature Independent
7016,17416,Mature Independent
31105,10401,Mature Independent
17839,38625,Mature Independent
17838,28308,Mature Independent
31108,28197,Mature Independent
31109,15378,Mature Independent
31113,30584,Mature Independent
2939,28438,Mature Independent
7033,25775,Mature Independent
3275,35906,Mature Independent
31118,10658,Mature Independent
17830,34628,Mature Independent
7029,37165,Mature Independent
31123,36690,Mature Independent
7026,28052,Mature Independent
31125,14903,Mature Independent
743,22413,Mature Independent
7022,16050,Mature Independent
31135,11110,Mature Independent
15787,27137,Mature Independent
31139,8393,Mature Independent
31143,31272,Mature Independent
31144,37027,Mature Independent
31121,15362,Mature Independent
7115,9038,Mature Independent
17905,37592,Mature Independent
30988,24454,Mature Independent
30827,8326,Mature Independent
18023,16152,Mature Independent
7217,7693,Mature Independent
18020,22356,Mature Independent
3286,25459,Mature Independent
18014,10122,Mature Independent
30844,6816,Mature Independent
18013,378,Mature Independent
30848,25285,Mature Independent
30851,20190,Mature Independent
30822,12566,Mature Independent
30858,3461,Mature Independent
18002,10571,Mature Independent
30865,2738,Mature Independent
7201,24091,Mature Independent
30867,27477,Mature Independent
30868,4098,Mature Independent
30875,28490,Mature Independent
30882,35056,Mature Independent
15697,10346,Mature Independent
7188,30330,Mature Independent
30888,32097,Mature Independent
30861,515,Mature Independent
7186,34655,Mature Independent
30817,16230,Mature Independent
7223,21828,Mature Independent
7250,26629,Mature Independent
15670,5018,Mature Independent
30785,30275,Mature Independent
7245,3222,Mature Independent
4784,24670,Mature Independent
30787,18895,Mature Independent
7242,17628,Mature Independent
18042,10016,Mature Independent
30792,11490,Mature Independent
30795,20161,Mature Independent
3287,15651,Mature Independent
7237,15855,Mature Independent
30806,8600,Mature Independent
30807,39180,Mature Independent
30808,1086,Mature Independent
18035,544,Mature Independent
18034,2656,Mature Independent
3289,21618,Mature Independent
30812,24981,Mature Independent
30813,17632,Mature Independent
2911,13998,Mature Independent
7224,1671,Mature Independent
796,35545,Mature Independent
31191,19750,Mature Independent
4794,18617,Mature Independent
7183,7706,Mature Independent
30943,7222,Mature Independent
30944,9854,Mature Independent
30945,38821,Mature Independent
15722,34074,Mature Independent
30949,30078,Mature Independent
30950,5694,Mature Independent
30951,1448,Mature Independent
17933,29448,Mature Independent
3282,8164,Mature Independent
17924,7100,Mature Independent
30942,13995,Mature Independent
7133,38489,Mature Independent
17923,290,Mature Independent
17913,10189,Mature Independent
17912,1196,Mature Independent
30979,18147,Mature Independent
17910,36418,Mature Independent
30982,30742,Mature Independent
15736,29946,Mature Independent
7121,35824,Mature Independent
30987,2568,Mature Independent
7119,26109,Mature Independent
30966,16862,Mature Independent
17980,9646,Mature Independent
774,24477,Mature Independent
7152,23375,Mature Independent
17976,12948,Mature Independent
7178,35340,Mature Independent
30902,21488,Mature Independent
2922,24058,Mature Independent
17968,13568,Mature Independent
2923,20414,Mature Independent
2924,1162,Mature Independent
7171,2897,Mature Independent
15708,9486,Mature Independent
30915,27226,Mature Independent
17939,26235,Mature Independent
17960,28248,Mature Independent
30918,11824,Mature Independent
2925,17836,Mature Independent
7164,23721,Mature Independent
17954,23632,Mature Independent
17952,29752,Mature Independent
30930,21550,Mature Independent
781,6901,Mature Independent
7157,18237,Mature Independent
15716,15960,Mature Independent
7153,10901,Mature Independent
17958,14549,Mature Independent
31193,11771,Mature Independent
17804,21038,Mature Independent
6980,8751,Mature Independent
31442,26651,Mature Independent
6806,2280,Mature Independent
17689,20803,Mature Independent
17687,15145,Mature Independent
15885,20242,Mature Independent
15887,24674,Mature Independent
31455,24544,Mature Independent
6799,2181,Mature Independent
17685,4194,Mature Independent
17684,22864,Mature Independent
6808,18707,Mature Independent
17678,1722,Mature Independent
31473,21377,Mature Independent
31475,21635,Mature Independent
15894,36972,Mature Independent
696,8579,Mature Independent
6787,20071,Mature Independent
31486,16897,Mature Independent
17674,13769,Mature Independent
31494,5141,Mature Independent
31497,26424,Mature Independent
15898,25759,Mature Independent
31469,21272,Mature Independent
2968,3036,Mature Independent
31438,3208,Mature Independent
6811,1434,Mature Independent
6842,22502,Mature Independent
3262,1125,Mature Independent
31391,5989,Mature Independent
15867,10133,Mature Independent
31397,21923,Mature Independent
17706,30726,Mature Independent
31407,13130,Mature Independent
17703,15177,Mature Independent
3257,1911,Mature Independent
2760,7229,Mature Independent
31437,16387,Mature Independent
31413,8791,Mature Independent
31420,34750,Mature Independent
17699,3195,Mature Independent
6824,30670,Mature Independent
6823,2337,Mature Independent
31424,26842,Mature Independent
31427,11950,Mature Independent
31428,934,Mature Independent
31431,18828,Mature Independent
6814,37111,Mature Independent
15881,24776,Mature Independent
15875,9627,Mature Independent
3263,36725,Mature Independent
15900,33679,Mature Independent
6776,27522,Mature Independent
31561,26596,Mature Independent
6740,3948,Mature Independent
31568,23695,Mature Independent
31574,28087,Mature Independent
17647,29266,Mature Independent
31584,29262,Mature Independent
31588,1311,Mature Independent
31589,5474,Mature Independent
17640,20529,Mature Independent
6727,7005,Mature Independent
17654,33773,Mature Independent
31592,35583,Mature Independent
15925,23030,Mature Independent
17636,9108,Mature Independent
31599,22575,Mature Independent
6721,6629,Mature Independent
31601,27987,Mature Independent
17635,34756,Mature Independent
31603,22685,Mature Independent
31609,4068,Mature Independent
31614,32404,Mature Independent
2975,20726,Mature Independent
31595,6367,Mature Independent
31504,9910,Mature Independent
17655,13781,Mature Independent
6746,21143,Mature Independent
6775,39612,Mature Independent
15901,13617,Mature Independent
31514,5122,Mature Independent
6769,33648,Mature Independent
17665,11743,Mature Independent
6767,15785,Mature Independent
6766,30803,Mature Independent
6765,21219,Mature Independent
31518,27042,Mature Independent
6763,23238,Mature Independent
3251,36215,Mature Independent
15908,35792,Mature Independent
6758,8292,Mature Independent
31525,3999,Mature Independent
6756,9406,Mature Independent
31528,3136,Mature Independent
6753,1687,Mature Independent
17658,26522,Mature Independent
15911,34660,Mature Independent
31538,38267,Mature Independent
31539,17959,Mature Independent
15912,10185,Mature Independent
31523,39768,Mature Independent
6710,23637,Mature Independent
15863,38486,Mature Independent
31380,17201,Mature Independent
6944,35544,Mature Independent
17784,23861,Mature Independent
31259,2347,Mature Independent
6940,39626,Mature Independent
31261,14365,Mature Independent
31263,30995,Mature Independent
6934,17888,Mature Independent
31267,2242,Mature Independent
6931,21105,Mature Independent
31272,17139,Mature Independent
4832,37431,Mature Independent
31273,29387,Mature Independent
31275,20321,Mature Independent
6926,15649,Mature Independent
6924,26954,Mature Independent
2954,7348,Mature Independent
6921,30457,Mature Independent
31281,10283,Mature Independent
15830,7751,Mature Independent
6916,24558,Mature Independent
31284,12165,Mature Independent
6913,4189,Mature Independent
31274,4810,Mature Independent
31289,35862,Mature Independent
6946,17134,Mature Independent
6948,415,Mature Independent
6979,3710,Mature Independent
31200,9114,Mature Independent
17802,22280,Mature Independent
31203,1806,Mature Independent
15805,29341,Mature Independent
6974,29797,Mature Independent
6973,33211,Mature Independent
31209,33390,Mature Independent
6969,6108,Mature Independent
15808,902,Mature Independent
732,36824,Mature Independent
17798,28659,Mature Independent
15814,27959,Mature Independent
4830,33822,Mature Independent
31230,1837,Mature Independent
31234,31104,Mature Independent
31235,3925,Mature Independent
3268,1784,Mature Independent
31245,4477,Mature Independent
6952,19769,Mature Independent
31249,37068,Mature Independent
6949,12316,Mature Independent
31223,12474,Mature Independent
17712,4585,Mature Independent
2956,31398,Mature Independent
727,19633,Mature Independent
31342,39256,Mature Independent
6872,18241,Mature Independent
6870,15370,Mature Independent
6869,5612,Mature Independent
15851,20882,Mature Independent
17729,23720,Mature Independent
31349,26151,Mature Independent
31357,19711,Mature Independent
31359,11735,Mature Independent
17727,5829,Mature Independent
31339,10490,Mature Independent
6861,640,Mature Independent
6859,36981,Mature Independent
31370,27773,Mature Independent
6857,23297,Mature Independent
31371,2774,Mature Independent
31373,34991,Mature Independent
31374,32106,Mature Independent
17723,30582,Mature Independent
15858,32095,Mature Independent
31378,10991,Mature Independent
17714,34448,Mature Independent
17726,2029,Mature Independent
31294,23179,Mature Independent
4844,33189,Mature Independent
17736,12986,Mature Independent
6907,1149,Mature Independent
17753,23944,Mature Independent
6904,3813,Mature Independent
6902,8128,Mature Independent
15837,15426,Mature Independent
6900,335,Mature Independent
31307,6021,Mature Independent
725,14660,Mature Independent
31311,26912,Mature Independent
723,34424,Mature Independent
31334,34436,Mature Independent
17745,8425,Mature Independent
31322,11520,Mature Independent
6890,30483,Mature Independent
6889,2363,Mature Independent
15842,36936,Mature Independent
17740,38989,Mature Independent
17739,19743,Mature Independent
6885,7772,Mature Independent
6883,24822,Mature Independent
6882,13352,Mature Independent
6881,3788,Mature Independent
17743,35512,Mature Independent
32474,5102,Mature Independent
526,21619,Mature Independent
32479,6840,Mature Independent
16866,22855,Mature Independent
33507,17886,Mature Independent
5500,29110,Mature Independent
16441,10599,Mature Independent
33510,4105,Mature Independent
33512,25302,Mature Independent
33513,22641,Mature Independent
5493,20412,Mature Independent
16444,8734,Mature Independent
16860,27941,Mature Independent
33523,5387,Mature Independent
33534,6936,Mature Independent
33536,29569,Mature Independent
238,32154,Mature Independent
33543,24484,Mature Independent
16846,10082,Mature Independent
5480,37683,Mature Independent
16845,3782,Mature Independent
16452,20155,Mature Independent
16453,23266,Mature Independent
33553,34753,Mature Independent
33505,35635,Mature Independent
3092,3609,Mature Independent
33496,33963,Mature Independent
33495,35699,Mature Independent
33452,35802,Mature Independent
33454,12294,Mature Independent
262,30679,Mature Independent
5526,11630,Mature Independent
33460,16812,Mature Independent
16883,12067,Mature Independent
33466,5973,Mature Independent
256,14395,Mature Independent
16881,9784,Mature Independent
5520,26052,Mature Independent
232,19532,Mature Independent
33472,22276,Mature Independent
5517,31109,Mature Independent
16880,8459,Mature Independent
5515,2416,Mature Independent
33474,4311,Mature Independent
16879,31371,Mature Independent
3090,36762,Mature Independent
33481,20865,Mature Independent
33483,11314,Mature Independent
16874,24905,Mature Independent
16873,18336,Mature Independent
5518,5997,Mature Independent
33555,2231,Mature Independent
16844,14143,Mature Independent
33561,18183,Mature Independent
5441,37184,Mature Independent
16822,21683,Mature Independent
5439,37577,Mature Independent
16817,2152,Mature Independent
16816,4154,Mature Independent
33607,39285,Mature Independent
5435,12342,Mature Independent
33611,4557,Mature Independent
33613,20704,Mature Independent
5430,34832,Mature Independent
16827,15457,Mature Independent
33620,21946,Mature Independent
16473,35379,Mature Independent
212,2212,Mature Independent
33626,4677,Mature Independent
16474,20489,Mature Independent
33629,17038,Mature Independent
16807,23011,Mature Independent
33633,13574,Mature Independent
3105,1936,Mature Independent
16803,8420,Mature Independent
33639,22989,Mature Independent
16472,30734,Mature Independent
5530,1929,Mature Independent
33591,34081,Mature Independent
33589,33542,Mature Independent
5470,20974,Mature Independent
5469,16690,Mature Independent
33563,23025,Mature Independent
5467,24990,Mature Independent
5466,34276,Mature Independent
33564,12192,Mature Independent
33565,9287,Mature Independent
33566,11671,Mature Independent
5462,14336,Mature Independent
3099,33826,Mature Independent
33590,19825,Mature Independent
33569,566,Mature Independent
33571,17940,Mature Independent
16834,8855,Mature Independent
33577,11959,Mature Independent
16460,12300,Mature Independent
16831,8592,Mature Independent
5451,8687,Mature Independent
16462,13516,Mature Independent
226,12840,Mature Independent
5079,1282,Mature Independent
16830,12298,Mature Independent
33570,28082,Mature Independent
5531,33653,Mature Independent
16430,20465,Mature Independent
264,12518,Mature Independent
16932,25194,Mature Independent
33314,37325,Mature Independent
5624,15320,Mature Independent
33318,33985,Mature Independent
5622,13305,Mature Independent
16394,5539,Mature Independent
33324,36868,Mature Independent
5617,9017,Mature Independent
16396,6925,Mature Independent
33330,2933,Mature Independent
33310,29048,Mature Independent
33333,10575,Mature Independent
306,1738,Mature Independent
3166,670,Mature Independent
33340,34340,Mature Independent
33342,22307,Mature Independent
16399,20223,Mature Independent
303,26400,Mature Independent
16400,20400,Mature Independent
5603,11466,Mature Independent
5601,31037,Mature Independent
33351,9015,Mature Independent
307,20725,Mature Independent
33352,2659,Mature Independent
33308,32772,Mature Independent
5049,39973,Mature Independent
33253,11053,Mature Independent
16955,15520,Mature Independent
3080,38380,Mature Independent
33259,18327,Mature Independent
16950,26826,Mature Independent
5653,8075,Mature Independent
5650,12548,Mature Independent
5649,23536,Mature Independent
3170,701,Mature Independent
33271,6880,Mature Independent
5629,24965,Mature Independent
33274,1933,Mature Independent
16389,13591,Mature Independent
5640,22793,Mature Independent
33289,5180,Mature Independent
33292,8654,Mature Independent
33294,30407,Mature Independent
33296,13986,Mature Independent
33297,28587,Mature Independent
33302,6934,Mature Independent
33304,37889,Mature Independent
33305,9492,Mature Independent
5645,37769,Mature Independent
16478,3087,Mature Independent
297,23484,Mature Independent
16403,13814,Mature Independent
16420,32214,Mature Independent
5558,2269,Mature Independent
275,8293,Mature Independent
33416,23823,Mature Independent
33418,10215,Mature Independent
33420,26943,Mature Independent
33421,39568,Mature Independent
16422,22205,Mature Independent
33426,16942,Mature Independent
33427,19365,Mature Independent
16419,11275,Mature Independent
33429,12923,Mature Independent
33433,9363,Mature Independent
16425,28427,Mature Independent
33438,15961,Mature Independent
33439,2522,Mature Independent
5540,10583,Mature Independent
16888,8371,Mature Independent
16885,3414,Mature Independent
5537,26161,Mature Independent
5536,4636,Mature Independent
33445,7298,Mature Independent
16890,36099,Mature Independent
5597,30437,Mature Independent
5561,14038,Mature Independent
33403,15007,Mature Independent
33365,15202,Mature Independent
33367,1216,Mature Independent
5591,34060,Mature Independent
16912,17299,Mature Independent
5586,26122,Mature Independent
3165,29296,Mature Independent
16906,18702,Mature Independent
33378,11310,Mature Independent
290,26193,Mature Independent
33381,1977,Mature Independent
33406,28712,Mature Independent
5062,19945,Mature Independent
33382,38236,Mature Independent
33384,5828,Mature Independent
16904,17661,Mature Independent
33387,10718,Mature Independent
5574,29702,Mature Independent
16413,38955,Mature Independent
33394,2540,Mature Independent
286,36564,Mature Independent
33400,24022,Mature Independent
5064,2737,Mature Independent
5579,35425,Mature Independent
16799,17374,Mature Independent
204,6349,Mature Independent
16480,32221,Mature Independent
5247,13629,Mature Independent
5246,22560,Mature Independent
33896,25986,Mature Independent
33898,18999,Mature Independent
33900,5945,Mature Independent
33907,4978,Mature Independent
33914,23852,Mature Independent
33915,23440,Mature Independent
33916,4641,Mature Independent
16553,34498,Mature Independent
3153,28593,Mature Independent
33920,16925,Mature Independent
33925,22539,Mature Independent
33926,4695,Mature Independent
33928,26981,Mature Independent
33929,24490,Mature Independent
5226,28455,Mature Independent
33933,24829,Mature Independent
33934,29054,Mature Independent
33935,24093,Mature Independent
16556,28155,Mature Independent
33940,2401,Mature Independent
33923,21548,Mature Independent
33943,16344,Mature Independent
33892,1247,Mature Independent
33889,23530,Mature Independent
5279,19451,Mature Independent
5277,14462,Mature Independent
33859,1884,Mature Independent
33861,2729,Mature Independent
5273,32217,Mature Independent
5272,27723,Mature Independent
16688,15547,Mature Independent
147,24499,Mature Independent
33870,27329,Mature Independent
5267,24072,Mature Independent
3154,14196,Mature Independent
16541,12896,Mature Independent
33873,18780,Mature Independent
33875,30050,Mature Independent
16687,30189,Mature Independent
5261,13688,Mature Independent
5260,23624,Mature Independent
33882,19316,Mature Independent
5255,34437,Mature Independent
16546,2977,Mature Independent
33885,37815,Mature Independent
33888,28656,Mature Independent
33872,6565,Mature Independent
16536,2627,Mature Independent
5214,1813,Mature Independent
33946,3555,Mature Independent
5131,21104,Mature Independent
16638,8958,Mature Independent
5173,3492,Mature Independent
5171,18913,Mature Independent
5170,6771,Mature Independent
52,26744,Mature Independent
16583,36456,Mature Independent
16635,21896,Mature Independent
48,39780,Mature Independent
5164,28895,Mature Independent
5178,24230,Mature Independent
47,386,Mature Independent
35,15291,Mature Independent
5159,29912,Mature Independent
16588,12768,Mature Independent
31,22169,Mature Independent
5155,24336,Mature Independent
30,37565,Mature Independent
21,28504,Mature Independent
16609,31068,Mature Independent
16604,6909,Mature Independent
3,16415,Mature Independent
16627,14506,Mature Independent
16666,25236,Mature Independent
72,34009,Mature Independent
5181,17971,Mature Independent
130,37056,Mature Independent
33950,16865,Mature Independent
128,39263,Mature Independent
3131,20138,Mature Independent
33960,26471,Mature Independent
5205,21217,Mature Independent
3132,22418,Mature Independent
16659,15743,Mature Independent
16658,12749,Mature Independent
115,24612,Mature Independent
16640,7175,Mature Independent
16657,36659,Mature Independent
5197,315,Mature Independent
3147,12073,Mature Independent
97,27865,Mature Independent
88,17486,Mature Independent
87,37570,Mature Independent
5186,34611,Mature Independent
16576,18187,Mature Independent
16641,17464,Mature Independent
76,13150,Mature Independent
5182,13855,Mature Independent
103,37091,Mature Independent
16956,2798,Mature Independent
33849,13628,Mature Independent
33847,28498,Mature Independent
5377,24931,Mature Independent
5376,3912,Mature Independent
33694,5105,Mature Independent
33696,36549,Mature Independent
5095,9020,Mature Independent
33700,14483,Mature Independent
16768,9850,Mature Independent
16498,34578,Mature Independent
33703,14939,Mature Independent
33706,32057,Mature Independent
16773,20311,Mature Independent
192,18875,Mature Independent
33708,15404,Mature Independent
189,13993,Mature Independent
33714,37319,Mature Independent
33715,25077,Mature Independent
33718,34903,Mature Independent
33720,19962,Mature Independent
33722,1555,Mature Independent
33723,22923,Mature Independent
33728,3432,Mature Independent
5354,36237,Mature Independent
5365,17353,Mature Independent
33730,25738,Mature Independent
3116,36622,Mature Independent
5384,19600,Mature Independent
33650,13752,Mature Independent
33651,33465,Mature Independent
16797,18213,Mature Independent
5408,34221,Mature Independent
5407,19819,Mature Independent
33654,25964,Mature Independent
5405,2910,Mature Independent
3108,2249,Mature Independent
33657,15835,Mature Independent
33659,15696,Mature Independent
33688,39815,Mature Independent
33661,21986,Mature Independent
5398,20636,Mature Independent
33664,1991,Mature Independent
33665,4200,Mature Independent
33668,33631,Mature Independent
16789,27746,Mature Independent
33676,39052,Mature Independent
5391,37518,Mature Independent
3113,7383,Mature Independent
33682,14636,Mature Independent
33687,37338,Mature Independent
5400,16820,Mature Independent
5284,8377,Mature Independent
33735,16997,Mature Independent
184,14189,Mature Independent
