,customer_id,Cluster
28910,30688,Mature Independent
30722,31085,Mature Independent
7290,2124,Mature Independent
8028,38329,Mature Independent
18907,38648,Mature Independent
8029,25323,Mature Independent
30716,32964,Mature Independent
29603,16800,Mature Independent
18591,31516,Mature Independent
811,7199,Mature Independent
18553,12340,Mature Independent
28913,27854,Mature Independent
29600,2013,Mature Independent
15061,37501,Mature Independent
29599,37506,Mature Independent
29596,32451,Mature Independent
15647,28646,Mature Independent
30709,37259,Mature Independent
29651,19586,Mature Independent
30706,21988,Mature Independent
7996,33995,Mature Independent
15646,11455,Mature Independent
28916,25445,Mature Independent
18073,28178,Mature Independent
992,204,Mature Independent
8493,36928,Mature Independent
30693,34400,Mature Independent
18077,4085,Mature Independent
28993,4347,Mature Independent
29564,38475,Mature Independent
8407,28441,Mature Independent
18199,20928,Mature Independent
1088,14125,Mature Independent
18166,35854,Mature Independent
3403,11170,Mature Independent
29553,28451,Mature Independent
29014,8601,Mature Independent
18197,13805,Mature Independent
30490,5098,Mature Independent
8412,33166,Mature Independent
868,11770,Mature Independent
8415,17222,Mature Independent
29016,19522,Mature Independent
864,28093,Mature Independent
30428,24962,Mature Independent
18194,29744,Mature Independent
30486,20531,Mature Independent
30485,1032,Mature Independent
18169,13344,Mature Independent
8410,12117,Mature Independent
7467,14753,Mature Independent
1008,7335,Mature Independent
30432,13670,Mature Independent
865,34790,Mature Independent
8079,8614,Mature Independent
30419,3666,Mature Independent
18835,19578,Mature Independent
8082,33107,Mature Independent
4734,32801,Mature Independent
29004,14213,Mature Independent
29006,8289,Mature Independent
8421,3920,Mature Independent
7425,38244,Mature Independent
8067,5335,Mature Independent
18202,9918,Mature Independent
3404,37109,Mature Independent
18528,29647,Mature Independent
29736,22214,Mature Independent
18159,12753,Mature Independent
29051,19326,Mature Independent
8418,24482,Mature Independent
8417,16732,Mature Independent
18523,38825,Mature Independent
29748,14975,Mature Independent
7477,10584,Mature Independent
18160,819,Mature Independent
8069,4996,Mature Independent
15099,1677,Mature Independent
3401,37003,Mature Independent
1091,22591,Mature Independent
30504,7483,Mature Independent
7930,16767,Mature Independent
8409,16209,Mature Independent
8400,22274,Mature Independent
18845,33585,Mature Independent
15105,37956,Mature Independent
8075,19547,Mature Independent
29740,33840,Mature Independent
15560,27058,Mature Independent
18839,535,Mature Independent
7452,16484,Mature Independent
18191,2692,Mature Independent
8390,36057,Mature Independent
18526,22849,Mature Independent
18525,24465,Mature Independent
29033,30278,Mature Independent
8077,16072,Mature Independent
18841,4133,Mature Independent
8392,38672,Mature Independent
30441,15876,Mature Independent
18186,31001,Mature Independent
7934,23740,Mature Independent
15565,37384,Mature Independent
4630,35315,Mature Independent
30444,24546,Mature Independent
30459,6164,Mature Independent
15574,14431,Mature Independent
29028,20892,Mature Independent
18846,6235,Mature Independent
30477,15482,Mature Independent
29747,11174,Mature Independent
29019,31757,Mature Independent
18837,10898,Mature Independent
15279,32998,Mature Independent
18170,25569,Mature Independent
15111,14599,Mature Independent
4736,31046,Mature Independent
30473,6188,Mature Independent
7938,38871,Mature Independent
7449,3438,Mature Independent
18852,8925,Mature Independent
15571,39234,Mature Independent
15570,35939,Mature Independent
1094,8263,Mature Independent
18849,27809,Mature Independent
856,31486,Mature Independent
8403,19467,Mature Independent
857,9853,Mature Independent
7464,28184,Mature Independent
8388,21749,Mature Independent
8074,10474,Mature Independent
29546,12850,Mature Independent
30506,30163,Mature Independent
29554,33066,Mature Independent
874,36648,Mature Independent
18145,23732,Mature Independent
30534,878,Mature Independent
15328,5334,Mature Independent
7490,11581,Mature Independent
15595,22983,Mature Independent
29714,28884,Mature Independent
30530,17504,Mature Independent
15594,12302,Mature Independent
4634,35353,Mature Independent
18208,8800,Mature Independent
15593,3051,Mature Independent
18206,3561,Mature Independent
30507,8914,Mature Independent
15592,10079,Mature Independent
8378,14525,Mature Independent
30405,20577,Mature Independent
845,29456,Mature Independent
4655,23104,Mature Independent
28998,13851,Mature Independent
15330,7398,Mature Independent
7411,1885,Mature Independent
8063,9678,Mature Independent
18150,34493,Mature Independent
30538,39106,Mature Independent
30399,10513,Mature Independent
30549,25196,Mature Independent
18517,18631,Mature Independent
30386,37266,Mature Independent
30547,795,Mature Independent
18213,28257,Mature Independent
4750,34711,Mature Independent
18831,35282,Mature Independent
8060,16143,Mature Independent
15284,17991,Mature Independent
18211,6072,Mature Independent
15276,4809,Mature Independent
30395,9796,Mature Independent
30396,5061,Mature Independent
7394,4983,Mature Independent
8083,16250,Mature Independent
18856,33464,Mature Independent
30543,24262,Mature Independent
15118,1163,Mature Independent
30541,33351,Mature Independent
2884,23412,Mature Independent
29761,22299,Mature Independent
30539,24139,Mature Independent
18534,24722,Mature Independent
29742,1692,Mature Independent
4743,8050,Mature Independent
15587,20097,Mature Independent
7484,5538,Mature Independent
7416,39728,Mature Independent
15553,24432,Mature Independent
2769,27022,Mature Independent
15552,8633,Mature Independent
29055,11485,Mature Independent
30410,26702,Mature Independent
4586,28711,Mature Independent
29722,10059,Mature Independent
30511,26962,Mature Independent
28999,7395,Mature Independent
29757,37490,Mature Independent
8428,31558,Mature Independent
3405,4936,Mature Independent
870,18523,Mature Independent
1101,17428,Mature Independent
7419,30167,Mature Independent
7414,2725,Mature Independent
15115,21514,Mature Independent
29727,13001,Mature Independent
30514,4656,Mature Independent
18521,21319,Mature Independent
7485,8757,Mature Independent
15116,11512,Mature Independent
18630,20744,Student
21535,33157,Student
2303,9003,Student
21433,17520,Student
21548,4157,Student
21523,15690,Student
16996,35455,Student
21665,26517,Student
2807,35568,Student
3074,22238,Student
17004,12784,Student
21668,1867,Student
19426,32116,Student
17074,11954,Student
18680,13695,Student
17138,15870,Student
17073,36814,Student
16998,44,Student
21534,29383,Student
3076,30231,Student
18577,16360,Student
18618,6544,Student
2798,7632,Student
21429,958,Student
2326,9247,Student
17072,27327,Student
17010,24228,Student
21646,1508,Student
18624,27096,Student
18582,892,Student
21528,28454,Student
17007,28722,Student
17127,5908,Student
19294,19675,Student
21436,35730,Student
3051,19828,Student
21667,25417,Student
17135,4802,Student
19360,21124,Student
19291,34226,Student
21530,39845,Student
17063,28058,Student
21536,24458,Student
21532,11072,Student
3073,25258,Student
21655,26672,Student
2691,20629,Student
2324,34716,Student
21654,37527,Student
17002,38741,Student
17137,8984,Student
2330,3911,Student
2322,31018,Student
19419,11612,Student
2797,6504,Student
19359,24940,Student
3072,10461,Student
19361,38224,Student
19431,15868,Student
19296,29056,Student
19355,9509,Student
18688,11867,Student
19424,31072,Student
18626,894,Student
18682,18457,Student
19354,5537,Student
18683,18758,Student
17005,1106,Student
19417,31993,Student
19284,5698,Student
19379,34989,Student
21644,31288,Student
18657,18157,Student
19331,30655,Student
18606,15815,Student
21479,4352,Student
17104,23978,Student
18600,36450,Student
19390,3831,Student
19391,4235,Student
2804,19820,Student
19373,10430,Student
21603,24996,Student
18665,15517,Student
17030,22098,Student
18609,327,Student
18656,25609,Student
19392,34529,Student
18597,23986,Student
21509,29498,Student
18666,34671,Student
21580,6443,Student
21609,35068,Student
21476,5502,Student
3067,36323,Student
3063,25925,Student
17092,24278,Student
21475,31747,Student
17091,2879,Student
2671,1252,Student
21510,38974,Student
18641,13244,Student
2688,17793,Student
21505,17876,Student
19330,2653,Student
21581,20948,Student
21584,6332,Student
17098,5695,Student
21586,21313,Student
21588,1927,Student
19325,36154,Student
21589,26218,Student
17096,10277,Student
2331,24370,Student
3066,14164,Student
21591,28433,Student
17040,883,Student
18601,27472,Student
18650,14854,Student
17041,28798,Student
17043,32734,Student
21596,38099,Student
2313,13330,Student
18655,14574,Student
19383,3154,Student
18653,13055,Student
2683,7906,Student
21481,34442,Student
2333,593,Student
21579,29885,Student
21484,18188,Student
19381,25076,Student
19376,29603,Student
21489,34964,Student
21495,34594,Student
21599,3638,Student
17044,13399,Student
19375,23604,Student
21522,21528,Student
21576,27299,Student
18668,35830,Student
21637,30242,Student
18637,36623,Student
19401,27464,Student
2670,27798,Student
19308,32536,Student
19302,19737,Student
2305,37220,Student
18636,4878,Student
21498,28758,Student
19301,11537,Student
19300,12981,Student
17117,5572,Student
19406,7773,Student
21445,13619,Student
2308,8129,Student
19409,6488,Student
18635,39840,Student
19347,17854,Student
19298,8983,Student
17118,21117,Student
18614,1636,Student
19350,8586,Student
21550,22235,Student
21442,34351,Student
21642,36903,Student
19351,39844,Student
21440,17300,Student
2689,38675,Student
19411,37925,Student
17012,22885,Student
21553,13370,Student
18592,1178,Student
19343,12054,Student
17016,15496,Student
21616,24768,Student
21573,5585,Student
19398,26987,Student
19370,29140,Student
2310,11026,Student
17084,39380,Student
21569,17228,Student
21621,29356,Student
21473,943,Student
19339,18132,Student
21513,16328,Student
21465,36197,Student
21624,17567,Student
21464,16148,Student
21626,31325,Student
19341,26495,Student
3069,2796,Student
2309,7760,Student
3060,20486,Student
21559,21802,Student
17018,29320,Student
18613,591,Student
18595,17511,Student
17111,39336,Student
17113,29332,Student
21519,38454,Student
21454,13598,Student
19400,39971,Student
17080,12809,Student
18671,38037,Student
19311,7707,Student
19342,36122,Student
2523,36833,Student
2781,9322,Student
21672,337,Student
22006,11653,Student
16727,16619,Student
16728,34183,Student
19015,17195,Student
16731,10407,Student
19016,22725,Student
19017,6012,Student
16740,18129,Student
16743,32017,Student
22000,3375,Student
19018,32189,Student
2741,27045,Student
16725,26029,Student
21998,8837,Student
19025,7680,Student
18854,24377,Student
16748,5450,Student
19026,1235,Student
18853,930,Student
21992,23321,Student
21989,21893,Student
16751,9713,Student
16752,24745,Student
2737,39861,Student
2251,24917,Student
21982,3568,Student
19023,23428,Student
19032,1027,Student
18858,33758,Student
22007,33295,Student
16694,11392,Student
22037,7914,Student
3127,32841,Student
22036,25882,Student
16696,16135,Student
22034,13007,Student
16698,29329,Student
18864,35706,Student
16700,5959,Student
22031,15915,Student
16704,21620,Student
22030,35493,Student
18860,10576,Student
22028,26452,Student
2242,36229,Student
16705,29373,Student
16706,36096,Student
22019,28929,Student
19010,30902,Student
18862,28400,Student
19012,1665,Student
18861,14740,Student
22012,9482,Student
2243,14031,Student
16721,22188,Student
22008,30524,Student
22027,17870,Student
21977,22332,Student
19035,24757,Student
19036,24385,Student
18833,3053,Student
21925,21358,Student
21924,21668,Student
21922,33082,Student
16791,24194,Student
19054,6286,Student
21920,713,Student
19057,3193,Student
18829,10361,Student
18828,31686,Student
19064,37229,Student
18827,29708,Student
3112,11405,Student
16796,6162,Student
2772,25227,Student
18825,10643,Student
21910,13120,Student
2734,20149,Student
21908,8384,Student
19074,34395,Student
19076,34259,Student
18819,36989,Student
18818,34068,Student
21904,32906,Student
19078,19643,Student
21902,35385,Student
21912,24088,Student
21926,1305,Student
19049,30119,Student
21929,22898,Student
3117,510,Student
21974,23469,Student
2253,37271,Student
16766,33249,Student
19040,27151,Student
18844,32501,Student
19041,9343,Student
19043,32430,Student
18843,31244,Student
18842,31928,Student
16770,14477,Student
21963,37090,Student
21956,31951,Student
21949,8576,Student
2260,21830,Student
21944,24956,Student
21942,19741,Student
16777,11362,Student
16780,5899,Student
16782,6663,Student
16783,29722,Student
16784,39574,Student
2262,2708,Student
21936,28436,Student
16785,25884,Student
21935,36600,Student
2264,11760,Student
16692,36391,Student
22042,31364,Student
22044,38414,Student
22046,11529,Student
22150,30849,Student
2763,24972,Student
22146,29779,Student
18948,33165,Student
18908,20247,Student
16642,26794,Student
22142,38467,Student
3136,24610,Student
2222,2633,Student
22137,4812,Student
16648,27662,Student
16649,23144,Student
22152,9956,Student
22136,939,Student
22128,35179,Student
3134,33128,Student
2223,22775,Student
16653,3332,Student
3133,30204,Student
22122,13081,Student
22121,26273,Student
22119,30173,Student
18962,35611,Student
22115,19102,Student
2225,15418,Student
22113,16527,Student
22131,28066,Student
18945,12607,Student
22153,6047,Student
18911,458,Student
3143,9518,Student
18920,19852,Student
3142,35308,Student
2217,7937,Student
3141,8810,Student
22174,7260,Student
16612,11202,Student
16613,29573,Student
18922,21884,Student
3139,20627,Student
18926,27251,Student
16623,38257,Student
18918,19426,Student
22171,27172,Student
18917,26070,Student
16626,9159,Student
22164,37560,Student
22163,18410,Student
16628,37442,Student
18931,1761,Student
22162,22297,Student
22159,14756,Student
16636,37917,Student
18938,30363,Student
2219,15931,Student
3137,18246,Student
16639,10058,Student
16663,23390,Student
21901,15587,Student
22111,26207,Student
18966,12803,Student
3130,18339,Student
18982,39375,Student
2748,30901,Student
18986,6613,Student
22075,2632,Student
18891,33386,Student
2746,15190,Student
18887,11504,Student
18994,27481,Student
2745,8660,Student
18885,19659,Student
22062,3695,Student
2228,6978,Student
2744,7529,Student
2233,12401,Student
22058,11120,Student
16682,35857,Student
16683,13424,Student
16686,9299,Student
18998,7331,Student
19000,24525,Student
18876,3108,Student
18875,17085,Student
16690,33909,Student
18870,16336,Student
22047,17239,Student
22061,19023,Student
16675,16628,Student
16674,35510,Student
16673,11798,Student
18969,20978,Student
16667,19925,Student
16668,965,Student
18902,20405,Student
16669,23644,Student
16670,32702,Student
18970,10858,Student
18901,5670,Student
18899,2793,Student
18971,28782,Student
16671,17772,Student
18972,32483,Student
22101,7190,Student
22098,29153,Student
16672,9809,Student
2749,24808,Student
18975,14792,Student
22097,22270,Student
22095,20355,Student
18978,16318,Student
22091,9196,Student
22089,33275,Student
22087,21355,Student
18898,25491,Student
18894,36139,Student
22086,33601,Student
22080,25766,Student
18964,34415,Student
19084,25932,Student
19086,34724,Student
16811,10783,Student
18735,18573,Student
19208,26377,Student
21759,29449,Student
19209,27346,Student
2703,1822,Student
2287,9411,Student
21756,30195,Student
21750,27796,Student
16938,4415,Student
19212,31283,Student
19215,33492,Student
21747,24557,Student
19205,21338,Student
19217,814,Student
16941,7840,Student
2290,28163,Student
21743,10621,Student
16942,13160,Student
19221,27682,Student
19223,24604,Student
21739,27293,Student
18734,36910,Student
16943,10478,Student
16946,12734,Student
16947,82,Student
21731,15198,Student
3081,2919,Student
16928,13339,Student
16927,14385,Student
21763,131,Student
18742,33933,Student
21790,29789,Student
16909,6319,Student
3085,18537,Student
16913,4137,Student
21789,4898,Student
2708,9262,Student
3082,12022,Student
16919,20221,Student
19191,9254,Student
2706,10035,Student
18740,20619,Student
16921,11149,Student
21778,16037,Student
16922,35840,Student
21777,12602,Student
21776,15612,Student
21775,29352,Student
21774,21428,Student
18738,28177,Student
19194,12348,Student
19195,7166,Student
2704,39495,Student
19199,18599,Student
16924,7252,Student
21765,4618,Student
19200,21289,Student
2292,32892,Student
21791,31880,Student
19226,11779,Student
21726,23134,Student
19256,36038,Student
2795,11497,Student
16976,22973,Student
16979,23815,Student
16987,26454,Student
21698,11307,Student
21697,33934,Student
21694,21131,Student
21689,37971,Student
2299,30896,Student
2697,31031,Student
2696,36019,Student
21706,36543,Student
21681,5592,Student
21678,10265,Student
19262,11394,Student
16989,35735,Student
18700,29932,Student
16991,17684,Student
19265,36272,Student
21676,10161,Student
2796,36017,Student
16994,37403,Student
19269,3936,Student
19270,5427,Student
19277,15703,Student
21680,32820,Student
2792,21465,Student
2787,9336,Student
16973,24927,Student
18732,33813,Student
18731,31261,Student
21723,28174,Student
19231,15839,Student
18730,27062,Student
19234,5095,Student
19236,16279,Student
19239,22447,Student
18728,555,Student
21716,11897,Student
18723,8730,Student
16960,17172,Student
16961,37976,Student
19243,27917,Student
19246,5037,Student
18720,3664,Student
19247,23571,Student
18719,13076,Student
19249,23940,Student
21713,31087,Student
21712,21987,Student
19250,28860,Student
21710,7814,Student
21709,13018,Student
21707,27354,Student
16965,35326,Student
16971,2065,Student
19227,1315,Student
18690,36398,Student
21793,6617,Student
19182,11178,Student
16843,38527,Student
2271,34608,Student
21861,2301,Student
19123,16111,Student
18792,23954,Student
18788,25084,Student
18787,3465,Student
18786,17799,Student
19127,25125,Student
16851,20361,Student
16852,18429,Student
21859,14998,Student
21864,27511,Student
19128,16508,Student
16857,30508,Student
3094,12083,Student
2725,15475,Student
19134,18596,Student
21857,38836,Student
18781,39057,Student
16863,9207,Student
18778,32307,Student
16864,5137,Student
18777,37113,Student
19135,25497,Student
18776,17983,Student
2272,37408,Student
21867,34141,Student
21868,3169,Student
19118,3964,Student
3104,34300,Student
3103,7089,Student
19091,32639,Student
21900,9681,Student
19093,25900,Student
21899,13830,Student
19095,36349,Student
21893,34000,Student
18808,23602,Student
16825,2418,Student
21891,22127,Student
21890,4488,Student
19100,12755,Student
21889,38868,Student
21886,21682,Student
2773,12127,Student
18803,16019,Student
16832,24191,Student
2774,3726,Student
21879,6308,Student
3100,24924,Student
2731,14902,Student
21878,960,Student
19113,38209,Student
2775,39149,Student
21873,39141,Student
21872,15741,Student
21851,36405,Student
19184,7377,Student
19137,7460,Student
18773,11132,Student
19164,5326,Student
21818,14136,Student
19165,10975,Student
16893,20448,Student
19169,12150,Student
21814,2968,Student
21812,28060,Student
3088,9965,Student
21811,31883,Student
19172,27034,Student
16895,22323,Student
16896,5548,Student
21819,18497,Student
21808,36191,Student
16897,21011,Student
18746,24548,Student
2782,17922,Student
16899,15143,Student
21805,9907,Student
16902,5294,Student
2279,15723,Student
19176,11319,Student
2710,15471,Student
21801,31950,Student
21797,17784,Student
19180,22875,Student
19175,26238,Student
19163,5448,Student
18752,16357,Student
16889,17431,Student
21845,23770,Student
16875,25100,Student
21842,3120,Student
21841,31809,Student
21837,16533,Student
21836,3667,Student
2777,18232,Student
19147,5265,Student
19150,2274,Student
21835,38459,Student
18766,23289,Student
18765,14946,Student
21833,39069,Student
19155,18178,Student
21828,11277,Student
18762,17092,Student
2719,5016,Student
19159,16745,Student
19160,33234,Student
18760,21507,Student
21824,31734,Student
16884,28301,Student
18756,27246,Student
21821,13193,Student
18755,2589,Student
21820,31917,Student
2780,2470,Student
21847,160,Student
17140,14211,Student
21206,25021,Student
18570,30795,Student
20657,18804,Student
17694,16975,Student
20656,2264,Student
2561,2101,Student
17696,22218,Student
18228,24171,Student
20653,30800,Student
20652,7862,Student
2464,5373,Student
17697,7652,Student
2465,29537,Student
17698,5999,Student
20645,28807,Student
19964,24110,Student
19955,34198,Student
20642,27101,Student
2966,30223,Student
2466,28664,Student
20639,2506,Student
17702,6330,Student
19968,34408,Student
20635,38424,Student
20629,36811,Student
20627,34639,Student
19969,10393,Student
17704,20626,Student
2965,16846,Student
2882,12070,Student
17708,32490,Student
19973,32092,Student
20641,33661,Student
17710,29948,Student
19952,19779,Student
2879,33016,Student
20692,14427,Student
18245,25446,Student
20688,104,Student
18242,38500,Student
20686,2135,Student
17671,22640,Student
18241,29090,Student
17672,23554,Student
18240,12599,Student
18239,14154,Student
18238,35554,Student
18237,7397,Student
17675,17019,Student
20683,34363,Student
17692,27620,Student
17676,32409,Student
20682,10392,Student
17677,23831,Student
18234,29417,Student
17686,15849,Student
20677,15142,Student
20674,2742,Student
20671,24176,Student
20670,34871,Student
19947,26293,Student
18230,25907,Student
19949,9902,Student
20669,38819,Student
2562,19953,Student
20664,12838,Student
19939,13397,Student
20693,33428,Student
17711,28611,Student
20619,15628,Student
17755,5322,Student
20000,16607,Student
20570,7338,Student
18183,26473,Student
17757,8485,Student
20004,5823,Student
2478,9264,Student
18180,3367,Student
17763,34063,Student
20007,1477,Student
17767,15020,Student
18178,31131,Student
17770,2878,Student
20563,18838,Student
17752,9270,Student
20562,21747,Student
18177,14958,Student
20557,7757,Student
20551,36052,Student
17774,34160,Student
17776,23682,Student
20010,15352,Student
18174,33435,Student
20544,12475,Student
18173,4145,Student
17778,22316,Student
20543,3179,Student
2953,15325,Student
17782,1899,Student
20542,32753,Student
2479,8881,Student
19975,6065,Student
18187,1443,Student
18193,9095,Student
20618,6469,Student
19976,15071,Student
2962,31311,Student
19977,29026,Student
20613,18332,Student
17728,3347,Student
20605,19713,Student
20604,28283,Student
19984,34573,Student
20603,38549,Student
17730,23333,Student
20602,4452,Student
20601,9188,Student
2960,7796,Student
19996,11926,Student
19985,18381,Student
17732,22779,Student
2474,12928,Student
17733,8659,Student
20598,29100,Student
2556,15282,Student
18200,26325,Student
2958,22426,Student
20592,9136,Student
20588,8852,Student
17744,14796,Student
20581,18472,Student
19994,19456,Student
20580,9656,Student
17751,17424,Student
20600,23262,Student
2951,6602,Student
2457,22184,Student
19929,22317,Student
19860,2733,Student
2430,3474,Student
17589,2717,Student
20812,4025,Student
19861,7627,Student
18300,22198,Student
18298,26767,Student
19862,5492,Student
2865,19056,Student
20804,13541,Student
20803,9778,Student
18294,26543,Student
2981,4414,Student
19865,29007,Student
19859,1747,Student
20801,27791,Student
19866,39639,Student
18290,28597,Student
17612,2565,Student
2431,37541,Student
20798,13398,Student
17613,22095,Student
2575,38687,Student
2978,37808,Student
2867,10657,Student
17617,3505,Student
17618,26880,Student
20791,6145,Student
20776,27283,Student
20775,31852,Student
18292,7524,Student
20770,24647,Student
18310,22873,Student
18313,10216,Student
18328,19536,Student
20859,15774,Student
20857,9192,Student
18324,32257,Student
20855,38020,Student
20854,36277,Student
20853,425,Student
20852,38628,Student
18321,26497,Student
2989,25669,Student
17567,7188,Student
2580,24947,Student
17571,21922,Student
19841,1264,Student
2427,37169,Student
17572,21694,Student
20842,20445,Student
20839,23274,Student
2988,26578,Student
19842,33919,Student
2425,24097,Student
17576,38953,Student
2983,37863,Student
2577,16190,Student
20829,27801,Student
20826,11205,Student
18315,23078,Student
20820,5743,Student
20819,11639,Student
19857,11301,Student
20843,16427,Student
2567,1469,Student
20769,15419,Student
2977,2615,Student
20728,26644,Student
20724,30371,Student
18265,8933,Student
17656,17887,Student
2875,6004,Student
17657,10835,Student
19918,2358,Student
20718,18723,Student
17659,8775,Student
2452,25806,Student
2570,2183,Student
19923,906,Student
20709,38876,Student
20708,17190,Student
19900,23867,Student
17660,33608,Student
18255,39775,Student
20707,20852,Student
19926,13693,Student
19927,3374,Student
20704,36494,Student
20703,32473,Student
18254,19138,Student
18253,29897,Student
17667,17824,Student
2877,32138,Student
17668,31295,Student
20700,13204,Student
17669,36752,Student
20699,27467,Student
17661,28631,Student
19870,30804,Student
19896,17246,Student
17652,4229,Student
2976,15526,Student
18282,22118,Student
17628,18219,Student
20760,799,Student
19873,21285,Student
20755,1733,Student
19876,3519,Student
17629,20675,Student
2974,27716,Student
2971,16762,Student
19881,2244,Student
2446,31615,Student
18278,38777,Student
19882,4009,Student
17653,24751,Student
20747,31559,Student
20743,21574,Student
18274,2486,Student
18272,32105,Student
2872,20766,Student
20739,35301,Student
18269,7928,Student
18268,13612,Student
17641,17883,Student
19890,5624,Student
19891,14555,Student
2970,31851,Student
17649,38253,Student
19892,5418,Student
20732,39756,Student
20745,9975,Student
17561,5468,Student
17787,13092,Student
20539,8591,Student
17926,30063,Student
20320,28699,Student
20318,11750,Student
20146,37602,Student
17928,29410,Student
20150,26653,Student
20314,37896,Student
20156,7943,Student
2530,23981,Student
17937,30225,Student
20313,33751,Student
20169,6167,Student
17943,13226,Student
17946,9760,Student
18090,33410,Student
17949,15498,Student
18085,30438,Student
18083,280,Student
20174,32689,Student
2899,13704,Student
17953,34977,Student
2926,28004,Student
20306,28305,Student
2901,493,Student
18074,6722,Student
17964,38958,Student
20177,16193,Student
20180,26819,Student
17973,37101,Student
17974,36321,Student
17951,7068,Student
18072,35852,Student
17922,39038,Student
17916,21936,Student
20373,13561,Student
20369,33041,Student
17892,13205,Student
17893,37043,Student
2538,5926,Student
17896,36451,Student
20126,2425,Student
17900,35807,Student
20361,15048,Student
20128,17697,Student
20355,33090,Student
20354,33529,Student
2503,5730,Student
20130,34581,Student
17921,15666,Student
2504,11439,Student
20344,39986,Student
20339,37951,Student
17906,33810,Student
20337,8859,Student
20335,24600,Student
20333,6084,Student
20332,27415,Student
20135,22585,Student
20327,7863,Student
20326,27027,Student
20323,31174,Student
18095,18765,Student
2535,39988,Student
20138,17747,Student
17903,22765,Student
20122,63,Student
20289,17708,Student
20286,7430,Student
2528,13892,Student
20205,21106,Student
2516,32914,Student
2518,31683,Student
20249,35891,Student
20247,12227,Student
2526,33238,Student
20212,12550,Student
18062,33719,Student
18061,13154,Student
18037,12993,Student
18039,27569,Student
18057,15432,Student
18056,149,Student
20203,14006,Student
20234,39118,Student
18040,31784,Student
20218,16437,Student
18053,646,Student
2521,38172,Student
20230,25237,Student
20220,31180,Student
20221,25788,Student
20229,24868,Student
2905,17621,Student
18046,39072,Student
20226,19939,Student
20225,35559,Student
18049,1245,Student
18047,25470,Student
18055,19650,Student
2511,13607,Student
2912,55,Student
18064,3286,Student
17979,35424,Student
2902,29943,Student
20285,1312,Student
20187,16917,Student
18069,20685,Student
20284,33812,Student
2512,4076,Student
20282,26266,Student
18066,4246,Student
17982,32824,Student
17983,1332,Student
17990,7983,Student
17994,17119,Student
2917,36298,Student
18015,27504,Student
20191,9130,Student
20276,25108,Student
2915,12898,Student
20272,22224,Student
20267,7741,Student
20264,17626,Student
20261,7405,Student
20199,24510,Student
2913,4907,Student
20260,39293,Student
18012,27562,Student
20200,39625,Student
18065,32207,Student
2515,39237,Student
20201,24869,Student
17996,37798,Student
20540,21483,Student
20376,28692,Student
2499,21705,Student
20494,1281,Student
20492,8821,Student
2892,5131,Student
20488,1318,Student
18147,38690,Student
20045,16229,Student
18146,23322,Student
20484,28961,Student
2551,17469,Student
20482,16985,Student
20480,1104,Student
18144,2917,Student
17807,37702,Student
17814,17146,Student
20499,25058,Student
17818,11148,Student
17824,31769,Student
20055,24964,Student
17827,38340,Student
18139,32335,Student
2940,23232,Student
17834,26164,Student
2547,28404,Student
18138,29011,Student
18135,33891,Student
20060,35697,Student
2545,3057,Student
17835,16008,Student
20065,31965,Student
20067,36942,Student
18141,13927,Student
18132,2800,Student
20500,3904,Student
2891,20077,Student
2890,9703,Student
20535,34874,Student
2555,727,Student
20015,29992,Student
20532,24784,Student
18165,31671,Student
20023,18265,Student
2949,32484,Student
18164,30146,Student
20025,14591,Student
18163,6039,Student
18162,7481,Student
17791,13308,Student
20525,27217,Student
20041,18182,Student
20032,2583,Student
2948,15377,Student
18158,6962,Student
17793,20187,Student
17795,36946,Student
20516,19509,Student
2947,20069,Student
20515,26721,Student
17797,27282,Student
20513,5533,Student
20511,13602,Student
17800,7764,Student
18157,6637,Student
17801,25921,Student
20505,30710,Student
20520,4450,Student
17890,21360,Student
17836,25468,Student
20452,34877,Student
17858,1972,Student
20415,6427,Student
18106,18471,Student
18104,11059,Student
17862,3980,Student
2541,34548,Student
20102,39017,Student
18103,29260,Student
20412,3993,Student
20411,35701,Student
17863,17138,Student
20409,39076,Student
17872,12292,Student
2936,15486,Student
20097,15425,Student
17876,19158,Student
20407,22248,Student
20107,20102,Student
20111,5720,Student
20113,3065,Student
2935,29750,Student
17887,14995,Student
18101,34636,Student
20391,24046,Student
20388,33251,Student
20387,26752,Student
20383,404,Student
20118,34382,Student
18100,19342,Student
20381,38799,Student
20105,31730,Student
20455,23728,Student
17854,7417,Student
20417,13984,Student
2894,36375,Student
18129,4344,Student
18122,28637,Student
20449,35445,Student
18115,15401,Student
2491,14020,Student
17840,3416,Student
17841,8554,Student
17842,36297,Student
20444,282,Student
20443,29426,Student
17844,10041,Student
20442,28499,Student
20437,31551,Student
17853,6854,Student
20091,38652,Student
20436,28262,Student
20435,17925,Student
17850,8602,Student
18113,4500,Student
20434,32893,Student
20432,5111,Student
18112,27233,Student
20427,21480,Student
20426,14247,Student
20092,23526,Student
2897,21469,Student
20094,15481,Student
20420,30156,Student
20418,11874,Student
17847,15387,Student
21428,20748,Student
18333,27404,Student
17559,31592,Student
19581,14209,Student
17235,6405,Student
19583,24147,Student
17237,20040,Student
17238,8767,Student
21224,21250,Student
21223,25992,Student
21215,12987,Student
19587,11698,Student
18506,23743,Student
17242,11610,Student
21210,12415,Student
19592,8510,Student
18503,19072,Student
19579,135,Student
